object_id,type,lat,lon,height
208,polygon,38.234024,72.2580475,2681.0
208,polygon,38.1377248,72.1863511,3151.0
208,polygon,38.11613,72.108502,3451.0
208,polygon,38.1301744,71.980786,4124.0
208,polygon,38.1563617,71.9852397,2242.0
208,polygon,38.1876748,72.0288512,3566.0
208,polygon,38.2127663,71.9993254,3699.0
208,polygon,38.1769782,71.9309362,4265.0
208,polygon,38.1077187,71.9120331,2337.0
208,polygon,38.0328878,71.8317839,3549.0
208,polygon,38.0193655,71.7960783,3252.0
208,polygon,37.9863606,71.8070646,3646.0
209,polygon,37.9747714,71.6656919,3276.0
209,polygon,37.9847901,71.6758229,3674.0
209,polygon,37.9558292,71.7285178,2257.0
209,polygon,37.9863606,71.8070646,3646.0
209,polygon,38.0193655,71.7960783,3252.0
209,polygon,37.9947947,71.7343201,2899.0
209,polygon,38.0302353,71.6636298,3162.0
209,polygon,37.99209,71.628613,3363.0
209,polygon,37.9747714,71.6656919,3276.0
210,polygon,38.1349136,71.3237424,2374.0
210,polygon,37.9981437,71.2660642,2355.0
210,polygon,37.9256008,71.2543912,1894.0
210,polygon,37.907183,71.3093229,1961.0
210,polygon,37.8957035,71.3731809,2095.0
210,polygon,37.944454,71.5139432,2025.0
210,polygon,37.9168327,71.6155668,2938.0
210,polygon,37.9747714,71.6656919,3276.0
210,polygon,37.99209,71.628613,3363.0
210,polygon,37.9520346,71.5887876,2446.0
210,polygon,37.9785602,71.5070768,2509.0
210,polygon,37.9184577,71.3635679,3047.0
210,polygon,37.9326417,71.3326688,2811.0
210,polygon,37.9472629,71.305203,3127.0
210,polygon,37.9835326,71.2907834,2635.0
210,polygon,38.1268119,71.3628812,2602.0
210,polygon,38.1349136,71.3237424,2374.0
211,polygon,37.8555081,71.5860567,2033.0
211,polygon,37.8513672,71.6289719,3716.0
211,polygon,37.8021481,71.6610726,3497.0
211,polygon,37.8144899,71.692315,3396.0
211,polygon,37.8759629,71.6507017,3375.0
211,polygon,37.8815266,71.5915498,1975.0
211,polygon,37.8555081,71.5860567,2033.0
212,polygon,37.7938284,71.5835801,1997.0
212,polygon,37.7200568,71.6374993,3948.0
212,polygon,37.7363493,71.6721749,4098.0
212,polygon,37.8245381,71.6072869,2667.0
212,polygon,37.7938284,71.5835801,1997.0
213,polygon,37.3052286,71.4916439,2421.0
213,polygon,37.3055017,71.5180798,2772.0
213,polygon,37.4171101,71.5081234,2700.0
213,polygon,37.5059738,71.6031519,2383.0
213,polygon,37.5394659,71.7301814,2948.0
213,polygon,37.605317,71.7652003,2744.0
213,polygon,37.625041,71.7775257,3069.0
213,polygon,37.6831076,71.9129707,3617.0
213,polygon,37.7239384,72.1403026,3532.0
213,polygon,37.6914272,72.1634228,3773.0
213,polygon,37.6700559,72.1945063,4442.0
213,polygon,37.7022805,72.237493,3694.0
213,polygon,37.6662515,72.4689513,4369.0
213,polygon,37.5462096,72.5826179,4403.0
213,polygon,37.5709419,72.6219676,3649.0
213,polygon,37.709355,72.4985038,4420.0
213,polygon,37.7417132,72.2289906,3986.0
213,polygon,37.7174364,72.1984411,3634.0
213,polygon,37.7718663,72.1584756,4227.0
213,polygon,37.7177076,71.8812092,3480.0
213,polygon,37.6508688,71.7545231,3056.0
213,polygon,37.6172837,71.7325847,3649.0
213,polygon,37.5661398,71.7058054,2766.0
213,polygon,37.5378324,71.5890757,3102.0
213,polygon,37.6290693,71.5595229,3220.0
213,polygon,37.7855213,71.5725692,2264.0
213,polygon,37.7871493,71.5368636,2794.0
213,polygon,37.6323321,71.5231307,2104.0
213,polygon,37.6178422,71.505064,2101.0
213,polygon,37.5114353,71.4906444,2262.0
213,polygon,37.4160194,71.4816876,2690.0
213,polygon,37.3052286,71.4916439,2421.0
214,polygon,37.465385,71.5930369,2420.0
214,polygon,37.4236805,71.589947,2999.0
214,polygon,37.3830439,71.6349223,3140.0
214,polygon,37.3428667,71.6583176,3244.0
214,polygon,37.2716922,71.7783883,3034.0
214,polygon,37.2229445,71.8122487,3545.0
214,polygon,37.1777308,71.8464344,3476.0
214,polygon,37.171439,72.0101994,3387.0
214,polygon,37.2342768,72.2489552,4072.0
214,polygon,37.3009429,72.2489552,4214.0
214,polygon,37.341351,72.3567586,3678.0
214,polygon,37.329886,72.4913411,4081.0
214,polygon,37.3762809,72.4961476,4250.0
214,polygon,37.3871932,72.3347859,4047.0
214,polygon,37.3364377,72.1926503,4151.0
214,polygon,37.2790917,72.1899037,4235.0
214,polygon,37.2342768,72.0141225,3474.0
214,polygon,37.2966302,72.0180958,4234.0
214,polygon,37.2979958,71.9813603,3675.0
214,polygon,37.2059009,71.9775837,3552.0
214,polygon,37.2091822,71.8666905,4098.0
214,polygon,37.2327857,71.8527608,4024.0
214,polygon,37.2623015,71.834908,3124.0
214,polygon,37.2858976,71.8048242,2984.0
214,polygon,37.3839987,71.6907123,2867.0
214,polygon,37.4141369,71.6541484,3157.0
214,polygon,37.4236805,71.6713145,3208.0
214,polygon,37.4375845,71.6613581,3372.0
214,polygon,37.4253164,71.6328624,3023.0
214,polygon,37.4705623,71.6105464,2625.0
214,polygon,37.465385,71.5930369,2420.0
215,polygon,38.1349136,71.3237424,2374.0
215,polygon,37.9981437,71.2660642,2355.0
215,polygon,37.9256008,71.2543912,1894.0
215,polygon,37.907183,71.3093229,1961.0
215,polygon,37.9326417,71.3326688,2811.0
215,polygon,37.9472629,71.305203,3127.0
215,polygon,37.9835326,71.2907834,2635.0
215,polygon,38.1268119,71.3628812,2602.0
215,polygon,38.1349136,71.3237424,2374.0
216,polygon,37.8815266,71.5915498,1975.0
216,polygon,37.8555081,71.5860567,2033.0
216,polygon,37.8513672,71.6289719,3716.0
216,polygon,37.8759629,71.6507017,3375.0
216,polygon,37.8815266,71.5915498,1975.0
217,polygon,37.9184577,71.3635679,3047.0
217,polygon,37.8957035,71.3731809,2095.0
217,polygon,37.944454,71.5139432,2025.0
217,polygon,37.9168327,71.6155668,2938.0
217,polygon,37.9747714,71.6656919,3276.0
217,polygon,37.99209,71.628613,3363.0
217,polygon,37.9520346,71.5887876,2446.0
217,polygon,37.9785602,71.5070768,2509.0
217,polygon,37.9184577,71.3635679,3047.0
218,polygon,37.8513672,71.6289719,3716.0
218,polygon,37.8021481,71.6610726,3497.0
218,polygon,37.8144899,71.692315,3396.0
218,polygon,37.8759629,71.6507017,3375.0
218,polygon,37.8513672,71.6289719,3716.0
219,polygon,37.8783341,71.6252315,2746.0
219,polygon,37.8759629,71.6507017,3375.0
219,polygon,37.8704749,71.7045175,4170.0
219,polygon,37.8831441,71.7060625,4176.0
219,polygon,37.9001456,71.6411745,4040.0
219,polygon,37.8783341,71.6252315,2746.0
220,polygon,37.7938284,71.5835801,1997.0
220,polygon,37.7200568,71.6374993,3948.0
220,polygon,37.7363493,71.6721749,4098.0
220,polygon,37.8245381,71.6072869,2667.0
220,polygon,37.7938284,71.5835801,1997.0
221,polygon,37.7938284,71.5835801,1997.0
221,polygon,37.7200568,71.6374993,3948.0
221,polygon,37.7363493,71.6721749,4098.0
221,polygon,37.8245381,71.6072869,2667.0
221,polygon,37.7938284,71.5835801,1997.0
222,polygon,37.465385,71.5930369,2420.0
222,polygon,37.4236805,71.589947,2999.0
222,polygon,37.3830439,71.6349223,3140.0
222,polygon,37.3428667,71.6583176,3244.0
222,polygon,37.2716922,71.7783883,3034.0
222,polygon,37.2229445,71.8122487,3545.0
222,polygon,37.1777308,71.8464344,3476.0
222,polygon,37.171439,72.0101994,3387.0
222,polygon,37.2342768,72.2489552,4072.0
222,polygon,37.3009429,72.2489552,4214.0
222,polygon,37.341351,72.3567586,3678.0
222,polygon,37.329886,72.4913411,4081.0
222,polygon,37.3762809,72.4961476,4250.0
222,polygon,37.3871932,72.3347859,4047.0
222,polygon,37.3364377,72.1926503,4151.0
222,polygon,37.2790917,72.1899037,4235.0
222,polygon,37.2342768,72.0141225,3474.0
222,polygon,37.2059009,71.9775837,3552.0
222,polygon,37.2091822,71.8666905,4098.0
222,polygon,37.2327857,71.8527608,4024.0
222,polygon,37.2623015,71.834908,3124.0
222,polygon,37.2858976,71.8048242,2984.0
222,polygon,37.3839987,71.6907123,2867.0
222,polygon,37.4141369,71.6541484,3157.0
222,polygon,37.4253164,71.6328624,3023.0
222,polygon,37.4705623,71.6105464,2625.0
222,polygon,37.465385,71.5930369,2420.0
223,polygon,37.5378324,71.5890757,3102.0
223,polygon,37.5059738,71.6031519,2383.0
223,polygon,37.5394659,71.7301814,2948.0
223,polygon,37.605317,71.7652003,2744.0
223,polygon,37.625041,71.7775257,3069.0
223,polygon,37.6831076,71.9129707,3617.0
223,polygon,37.7239384,72.1403026,3532.0
223,polygon,37.6914272,72.1634228,3773.0
223,polygon,37.6700559,72.1945063,4442.0
223,polygon,37.7022805,72.237493,3694.0
223,polygon,37.6662515,72.4689513,4369.0
223,polygon,37.5462096,72.5826179,4403.0
223,polygon,37.5709419,72.6219676,3649.0
223,polygon,37.709355,72.4985038,4420.0
223,polygon,37.7159847,72.4325049,3970.0
223,polygon,37.7219744,72.3904446,3296.0
223,polygon,37.7417132,72.2289906,3986.0
223,polygon,37.7174364,72.1984411,3634.0
223,polygon,37.7718663,72.1584756,4227.0
223,polygon,37.7177076,71.8812092,3480.0
223,polygon,37.6508688,71.7545231,3056.0
223,polygon,37.6172837,71.7325847,3649.0
223,polygon,37.5661398,71.7058054,2766.0
223,polygon,37.5378324,71.5890757,3102.0
224,polygon,37.5323113,71.8688972,4151.0
224,polygon,37.4058765,71.8675239,4435.0
224,polygon,37.4058765,72.1215827,3860.0
224,polygon,37.5388452,72.1215827,4798.0
224,polygon,37.5323113,71.8688972,4151.0
225,polygon,37.6323321,71.5231307,2104.0
225,polygon,37.6290693,71.5595229,3220.0
225,polygon,37.7855213,71.5725692,2264.0
225,polygon,37.7871493,71.5368636,2794.0
225,polygon,37.6323321,71.5231307,2104.0
226,polygon,37.5114353,71.4906444,2262.0
226,polygon,37.5092566,71.5256634,2764.0
226,polygon,37.6140348,71.5387096,3082.0
226,polygon,37.6178422,71.505064,2101.0
226,polygon,37.5114353,71.4906444,2262.0
227,polygon,37.3052286,71.4916439,2421.0
227,polygon,37.3055017,71.5180798,2772.0
227,polygon,37.4171101,71.5081234,2700.0
227,polygon,37.4160194,71.4816876,2690.0
227,polygon,37.3052286,71.4916439,2421.0
228,polygon,37.5378324,71.5890757,3102.0
228,polygon,37.5059738,71.6031519,2383.0
228,polygon,37.5394659,71.7301814,2948.0
228,polygon,37.605317,71.7652003,2744.0
228,polygon,37.6172837,71.7325847,3649.0
228,polygon,37.5661398,71.7058054,2766.0
228,polygon,37.5378324,71.5890757,3102.0
229,polygon,37.6508688,71.7545231,3056.0
229,polygon,37.625041,71.7775257,3069.0
229,polygon,37.6831076,71.9129707,3617.0
229,polygon,37.7177076,71.8812092,3480.0
229,polygon,37.6508688,71.7545231,3056.0
230,polygon,37.6831076,71.9129707,3617.0
230,polygon,37.7239384,72.1403026,3532.0
230,polygon,37.6914272,72.1634228,3773.0
230,polygon,37.7174364,72.1984411,3634.0
230,polygon,37.7718663,72.1584756,4227.0
230,polygon,37.7177076,71.8812092,3480.0
230,polygon,37.6831076,71.9129707,3617.0
231,polygon,37.7174364,72.1984411,3634.0
231,polygon,37.6914272,72.1634228,3773.0
231,polygon,37.6700559,72.1945063,4442.0
231,polygon,37.7022805,72.237493,3694.0
231,polygon,37.6662515,72.4689513,4369.0
231,polygon,37.5462096,72.5826179,4403.0
231,polygon,37.5709419,72.6219676,3649.0
231,polygon,37.709355,72.4985038,4420.0
231,polygon,37.7159847,72.4325049,3970.0
231,polygon,37.7367024,72.440011,3799.0
231,polygon,37.7302254,72.5673702,4096.0
231,polygon,37.7508638,72.5697724,3373.0
231,polygon,37.7581708,72.4100532,3515.0
231,polygon,37.7219744,72.3904446,3296.0
231,polygon,37.7417132,72.2289906,3986.0
231,polygon,37.7174364,72.1984411,3634.0
232,polygon,37.465385,71.5930369,2420.0
232,polygon,37.4236805,71.589947,2999.0
232,polygon,37.3830439,71.6349223,3140.0
232,polygon,37.3958645,71.6524317,2299.0
232,polygon,37.3744502,71.6790393,2588.0
232,polygon,37.3839987,71.6907123,2867.0
232,polygon,37.4141369,71.6541484,3157.0
232,polygon,37.4236805,71.6713145,3208.0
232,polygon,37.4375845,71.6613581,3372.0
232,polygon,37.4253164,71.6328624,3023.0
232,polygon,37.4705623,71.6105464,2625.0
232,polygon,37.465385,71.5930369,2420.0
233,polygon,37.3830439,71.6349223,3140.0
233,polygon,37.3428667,71.6583176,3244.0
233,polygon,37.3567858,71.6955681,2663.0
233,polygon,37.3719301,71.6766853,2432.0
233,polygon,37.3744502,71.6790393,2588.0
233,polygon,37.3958645,71.6524317,2299.0
233,polygon,37.3830439,71.6349223,3140.0
234,polygon,37.3839987,71.6907123,2867.0
234,polygon,37.3744502,71.6790393,2588.0
234,polygon,37.3719301,71.6766853,2432.0
234,polygon,37.3567858,71.6955681,2663.0
234,polygon,37.3428667,71.6583176,3244.0
234,polygon,37.2716922,71.7783883,3034.0
234,polygon,37.2858976,71.8048242,2984.0
234,polygon,37.3839987,71.6907123,2867.0
235,polygon,37.2716922,71.7783883,3034.0
235,polygon,37.2229445,71.8122487,3545.0
235,polygon,37.2327857,71.8527608,4024.0
235,polygon,37.2623015,71.834908,3124.0
235,polygon,37.2858976,71.8048242,2984.0
235,polygon,37.2716922,71.7783883,3034.0
236,polygon,37.2327857,71.8527608,4024.0
236,polygon,37.2229445,71.8122487,3545.0
236,polygon,37.1777308,71.8464344,3476.0
236,polygon,37.171439,72.0101994,3387.0
236,polygon,37.2966302,72.0180958,4234.0
236,polygon,37.2979958,71.9813603,3675.0
236,polygon,37.2059009,71.9775837,3552.0
236,polygon,37.2091822,71.8666905,4098.0
236,polygon,37.2327857,71.8527608,4024.0
237,polygon,37.171439,72.0101994,3387.0
237,polygon,37.2342768,72.2489552,4072.0
237,polygon,37.3009429,72.2489552,4214.0
237,polygon,37.341351,72.3567586,3678.0
237,polygon,37.329886,72.4913411,4081.0
237,polygon,37.3762809,72.4961476,4250.0
237,polygon,37.3871932,72.3347859,4047.0
237,polygon,37.3364377,72.1926503,4151.0
237,polygon,37.2790917,72.1899037,4235.0
237,polygon,37.2342768,72.0141225,3474.0
237,polygon,37.171439,72.0101994,3387.0
